strategy,start_date,end_date,final_value,return_pct,cagr_pct,max_drawdown_pct,lump_final,beats_lump
DCA_5y,2001-03,2011-03,7385317.862762851,-26.146821372371498,-2.9854398030628615,70.37232733831983,5290825.464877546,True
Hybrid25pct_5y,2001-03,2011-03,6861694.763291524,-31.383052367084762,-3.696263101194286,70.37558652781584,5290825.464877546,True
DCA_7y,2001-03,2011-03,7259411.185142054,-27.40588814857946,-3.1521152784328543,68.95214218600823,5290825.464877546,True
Hybrid25pct_7y,2001-03,2011-03,6767264.755075931,-32.3273524492407,-3.8296233920964817,69.21467091820513,5290825.464877546,True
DCA_10y,2001-03,2011-03,8878025.065137766,-11.219749348622333,-1.183006430178013,53.58341100801366,5290825.464877546,True
Hybrid25pct_10y,2001-03,2011-03,7981225.165072711,-20.187748349272884,-2.2296980775017072,57.10963069178951,5290825.464877546,True
LumpSum,2001-04,2011-04,4483009.126220314,-55.16990873779686,-7.709507769762158,77.09519225635955,4483009.126220314,False
DCA_3y,2001-04,2011-04,7413514.292819276,-25.864857071807236,-2.9484640633307024,70.38922698199451,4483009.126220314,True
Hybrid25pct_3y,2001-04,2011-04,6680888.001169546,-33.19111998830454,-3.9530851939994394,70.38922698199447,4483009.126220314,True
DCA_5y,2001-04,2011-04,7458375.898374094,-25.416241016259068,-2.88989431177592,70.34359607055919,4483009.126220314,True
Hybrid25pct_5y,2001-04,2011-04,6714534.20533565,-32.854657946643506,-3.9048234416266814,70.35122230115873,4483009.126220314,True
DCA_7y,2001-04,2011-04,7380104.979019463,-26.19895020980537,-2.99228969549189,68.71392124058099,4483009.126220314,True
Hybrid25pct_7y,2001-04,2011-04,6655831.015819681,-33.44168984180319,-3.9891689843456257,68.97317263972693,4483009.126220314,True
DCA_10y,2001-04,2011-04,8987432.183489027,-10.125678165109731,-1.0619007550657922,53.08777999742975,4483009.126220314,True
Hybrid25pct_10y,2001-04,2011-04,7861326.419171849,-21.38673580828151,-2.3775769427356708,56.23373461087917,4483009.126220314,True
LumpSum,2001-05,2011-05,4980772.654478976,-50.19227345521025,-6.732642581447945,76.32922999918017,4980772.654478976,False
DCA_3y,2001-05,2011-05,7272451.01456359,-27.2754898543641,-3.1347328735264135,70.38922698199451,4980772.654478976,True
Hybrid25pct_3y,2001-05,2011-05,6699531.424542448,-33.004685754575526,-3.9263163175014992,70.38922698199447,4980772.654478976,True
DCA_5y,2001-05,2011-05,7263355.162869568,-27.36644837130432,-3.14685489933082,70.31452955592754,4980772.654478976,True
Hybrid25pct_5y,2001-05,2011-05,6692709.53577192,-33.0729046422808,-3.936103636261923,70.32845569708685,4980772.654478976,True
DCA_7y,2001-05,2011-05,7213019.469189694,-27.869805308103057,-3.2141852254984338,68.5542467650408,4980772.654478976,True
Hybrid25pct_7y,2001-05,2011-05,6654957.765512018,-33.45042234487982,-3.9904287284401874,68.87496161534801,4980772.654478976,True
DCA_10y,2001-05,2011-05,8762848.020636698,-12.371519793633013,-1.3119590395450964,52.61064288218654,4980772.654478976,True
Hybrid25pct_10y,2001-05,2011-05,7817329.17909727,-21.826708209027302,-2.432351070022243,56.213316294407804,4980772.654478976,True
LumpSum,2001-06,2011-06,4254647.703498359,-57.45352296501641,-8.190766720096143,76.32922999918017,4254647.703498359,False
